GZÜV-ID;Gemeindename;Quartal;G102;G107;G111;G113;G114;G116;G118;G119;G121;G122;G123;G130;G134;G135;G136;G137;G138;G139;G151;G152;G153;G154;G155;G156;G157;G159;G160;G161;G164;G165;G223;G226;G227;G228;G285;G366;G421;G422;G423;G424;G425;G426;G427;G428;G429;G433;
GZÜV-ID;Gemeindename;Quartal;ENTNAHME-DATUM;LUFTTEMPERATUR IN °C;GERUCH;FAERBUNG;TRUEBUNG;WASSERTEMPERATUR °C;PH-WERT;SAUERSTOFFGEHALT mg/l;REDOXPOTENTIAL mV;GESAMTHAERTE °dH;KARBONATHAERTE °dH;FREIE KOHLENSAEURE mg/l;CALCIUM mg/l;MAGNESIUM mg/l;NATRIUM mg/l;KALIUM mg/l;EISEN mg/l;MANGAN mg/l;BOR mg/l;AMMONIUM mg/l;NITRIT mg/l;NITRAT mg/l;CHLORID mg/l;SULFAT mg/l;HYDROGENK. mg/l;ORTHOPHOSPHAT mg/l;KIESELSAEURE mg/l;FLUORID mg/l;DOC mg/l;TOC mg/l;QUELLSCHÜTTUNG l/s;TRITIUM TE;DEUTERIUM d 0/00;SAUERSTOFF 18 d 0/00;RADON-222 Bq/l;ELEKTR. LEITF. (bei 20°C) µS/cm;CADMIUM µg/l;QUECKSILBER µg/l;ZINK µg/l;KUPFER µg/l;ALUMINIUM µg/l;BLEI µg/l;CHROM-GESAMT (filtriert) µg/l;NICKEL µg/l;ARSEN µg/l;URAN µg/l;
"KK71230042";"Ehrwald";"Q2 2022 (C220)";"02.06.2022";"15";"geruchlos";"farblos";"keine Trübung";"5.9";"7.78";"10.77";"";"5.78246";"5.49584";"";"32.02923";"5.64184";"<1";"<2";"[0,00124]";"[0,00138]";"[0,00414]";"[0,00138]";"[0,00252]";"2.04552";"<1";"2.3238";"119.59332";"<0,015";"";"";"<0,5";"";"";"";"";"";"";"172";"[0,01791]";"[0,00169]";"<5";"<1";"<10";"[0,08273]";"<1";"[0,12863]";"<1";"<1";
"KK71230042";"Ehrwald";"Q2 2023 (C320)";"01.06.2023";"24";"geruchlos";"farblos";"keine Trübung";"5.6";"8.11";"11.21";"";"5.88545";"5.49584";"";"32.28136";"5.93535";"<1";"<2";"[0,00053]";"[0,0007]";"<0,02";"0.01805";"<0,01";"2.0397";"<1";"2.22541";"119.59332";"<0,015";"";"";"0.56405";"";"";"";"";"";"";"173";"[0,00486]";"[0,00365]";"<5";"<1";"<10";"<1";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q1 2007 (A710)";"08.02.2007";"-1";"geruchlos";"farblos ";"keine Trübung";"9.1";"7.48";"9.17";"";"7.05";"5.87";"";"34.6";"9.57";"<1";"<2";"0.037";"<0,02";"<0,02";"<0,01";"<0,01";"1.48";"<1";"32.4";"128";"0.127";"";"";"0.84";"";"155.6";"";"";"";"";"256";"";"";"";"";"";"";"";"";"";"";
"KK71230062";"Telfs";"Q2 2007 (A720)";"08.05.2007";"16";"geruchlos";"farblos ";"keine Trübung";"7.3";"8.1";"9.74";"";"7.43";"5.57";"";"36.8";"9.86";"<1";"<2";"<0,02";"[0,0009]";"<0,02";"[0,0032]";"[0,0006]";"1.77";"[0,099]";"30.5";"121";"<0,009";"";"";"[0,177]";"";"158.5";"";"";"";"";"236";"[0,07]";"[0,01]";"<20";"<1";"[2]";"<1";"[0,11]";"<1";"<1";"";
"KK71230062";"Telfs";"Q3 2007 (A730)";"01.08.2007";"15";"geruchlos";"farblos ";"keine Trübung";"6.9";"7.76";"8.8";"";"7.53";"5.61";"";"37.5";"9.86";"<1";"<2";"<0,02";"[0,0004]";"<0,02";"<0,01";"[0,0004]";"1.67";"[0,1]";"30.8";"122";"<0,015";"";"";"<0,5";"";"183.3";"";"";"";"";"238";"";"";"";"";"";"";"";"";"";"";
"KK71230062";"Telfs";"Q4 2007 (A740)";"31.10.2007";"7";"geruchlos";"farblos ";"keine Trübung";"7.5";"7.77";"10.83";"";"7.27";"5.7";"";"35.9";"9.71";"<1";"<2";"<0,02";"[0,0005]";"<0,02";"<0,01";"[0,0008]";"1.66";"[0,073]";"30.2";"124";"<0,015";"";"";"<0,5";"";"175";"";"";"";"";"239";"<0,2";"[0,01]";"<20";"1.13";"<10";"<1";"<1";"<1";"<1";"";
"KK71230062";"Telfs";"Q2 2008 (A820)";"14.05.2008";"12";"geruchlos";"farblos ";"keine Trübung";"6.8";"8.16";"11.06";"";"7.84";"5.61";"";"39.3";"10.1";"<1";"<2";"<0,02";"[0,0009]";"<0,02";"<0,01";"<0,01";"1.72";"<1";"31.4";"122";"[0,0058]";"";"";"[0,199]";"";"230.5";"";"";"";"";"246";"<0,2";"[0,01]";"<20";"<1";"[1,3]";"<1";"<1";"<1";"2";"";
"KK71230062";"Telfs";"Q4 2008 (A840)";"09.10.2008";"9";"geruchlos";"farblos ";"keine Trübung";"6.9";"8.16";"11.27";"";"6.84";"5.65";"";"34.3";"8.87";"<1";"<2";"<0,02";"[0,0007]";"<0,02";"[0,0023]";"<0,01";"2";"<1";"30.2";"123";"<0,015";"";"";"[0,109]";"";"180.5";"";"";"";"";"239";"";"";"";"";"";"";"";"";"";"";
"KK71230062";"Telfs";"Q2 2009 (A920)";"07.05.2009";"10";"geruchlos";"farblos ";"keine Trübung";"8.1";"7.7";"9.7";"";"7.47";"5.66";"";"37.1";"9.85";"<1";"<2";"<0,02";"[0,0005]";"<0,02";"[0,0023]";"[0,0006]";"1.72";"<1";"31.5";"123";"<0,015";"";"";"<0,5";"";"202.8";"";"";"";"4.65";"308";"[0,04]";"[0,02]";"<20";"1.23";"[1,5]";"<1";"[0,14]";"<1";"1.57";"0.831";
"KK71230062";"Telfs";"Q4 2009 (A940)";"12.10.2009";"10";"geruchlos";"farblos ";"keine Trübung";"6.9";"8.11";"10.54";"";"7.6";"5.69";"";"38.2";"9.77";"<1";"<2";"<0,02";"[0,0002]";"<0,02";"[0,0037]";"[0,0023]";"1.68";"<1";"29.9";"124";"[0,0059]";"";"";"<0,5";"";"173.9";"";"";"";"";"231";"";"";"";"";"";"";"";"";"";"";
"KK71230062";"Telfs";"Q2 2010 (B020)";"11.05.2010";"9";"geruchlos";"farblos ";"keine Trübung";"6.7";"7.52";"11.29";"";"7.09";"5.78";"";"35.2";"9.34";"<1";"<2";"<0,02";"[0,0002]";"<0,02";"[0,0023]";"[0,0011]";"1.65";"<1";"30.3";"126";"[0,002]";"";"";"<0,5";"";"152.9";"";"";"";"";"246";"[0,03]";"[0,03]";"<20";"<1";"22";"<1";"<1";"<1";"<1";"";
"KK71230062";"Telfs";"Q4 2010 (B040)";"08.11.2010";"1";"geruchlos";"farblos ";"keine Trübung";"6.5";"7.57";"10.52";"";"7.46";"5.75";"";"37.1";"9.8";"<1";"<2";"<0,02";"[0,0005]";"[0,0053]";"<0,006";"<0,006";"1.69";"<1";"30.6";"125";"<0,009";"";"";"<0,5";"";"180.6";"";"";"";"";"238";"";"";"";"";"";"";"";"";"";"";
"KK71230062";"Telfs";"Q2 2011 (B120)";"15.06.2011";"26";"geruchlos";"farblos ";"keine Trübung";"7.5";"8.07";"12.04";"";"7.09";"5.72";"";"34.5";"9.79";"<1";"<2";"<0,02";"<0,02";"<0,02";"<0,006";"<0,006";"1.75";"<1";"30.9";"124";"[0,0019]";"";"";"<0,5";"";"136.1";"";"";"";"";"238";"<0,2";"[0,07]";"<20";"<1";"<10";"<1";"<1";"<1";"<1";"";
"KK71230062";"Telfs";"Q4 2011 (B140)";"17.10.2011";"10";"geruchlos";"farblos ";"keine Trübung";"7.4";"7.7";"11.96";"";"7.49";"5.69";"";"36.7";"10.2";"<1";"<2";"<0,02";"[0,0004]";"<0,02";"<0,006";"[0,0016]";"1.73";"<1";"30.7";"124";"[0,0012]";"";"";"<0,5";"";"174.9";"";"";"";"";"236";"";"";"";"";"";"";"";"";"";"";
"KK71230062";"Telfs";"Q2 2012 (B220)";"20.06.2012";"24";"geruchlos";"farblos ";"keine Trübung";"7.9";"8.12";"11.65";"";"7.8";"5.8";"";"37.9";"10.8";"<1";"<2";"<0,02";"<0,02";"[0,0063]";"<0,006";"<0,006";"1.72";"<1";"30.5";"126";"[0,0018]";"";"";"<0,5";"";"233.3";"";"";"";"";"235";"[0,04]";"[0,03]";"<20";"<1";"<10";"[0,22]";"<1";"[0,11]";"<1";"";
"KK71230062";"Telfs";"Q4 2012 (B240)";"10.10.2012";"12";"geruchlos";"farblos ";"keine Trübung";"6.8";"8.06";"12.72";"";"7.13";"5.75";"";"35.5";"9.4";"<1";"<2";"<0,02";"[0,0006]";"<0,02";"<0,006";"<0,006";"1.59";"<1";"29.9";"125";"<0,009";"";"";"<0,5";"";"216.8";"";"";"";"";"235";"";"";"";"";"";"";"";"";"";"";
"KK71230062";"Telfs";"Q2 2013 (B320)";"06.06.2013";"25";"geruchlos";"farblos";"keine Trübung";"7.3";"7.91";"15.44";"";"7.57648";"5.77624";"";"36.89026";"10.47046";"<1";"<2";"[0,00229]";"[0,00123]";"<0,02";"[0,00235]";"[0,00023]";"1.59677";"<1";"31.17518";"125.69502";"<0,009";"";"";"<0,5";"";"216.1";"";"";"";"";"236";"<0,2";"[0,0152849]";"6.646461";"<1";"[1,32526]";"<1";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q3 2013 (B330)";"24.07.2013";"31";"geruchlos";"farblos";"keine Trübung";"7.1";"7.84";"12.08";"";"8.04974";"5.7482";"";"40.818";"10.14004";"<1";"<2";"<0,02";"<0,02";"[0,00278]";"<0,006";"[0,0004]";"1.6199";"<1";"29.64738";"125.08485";"<0,009";"";"";"<0,5";"";"200.1";"";"";"";"";"235";"[0,025024]";"[0,0685394]";"21.935622";"[0,10884]";"12.02541";"<1";"1.69693";"[0,15266]";"<1";"<1";
"KK71230062";"Telfs";"Q4 2013 (B340)";"16.10.2013";"12";"geruchlos";"farblos";"keine Trübung";"6.7";"7.06";"14.88";"";"7.35831";"5.7482";"";"36.96497";"9.47945";"<1";"<2";"[0,001]";"[0,00088]";"<0,02";"<0,006";"[0,00079]";"1.67214";"<1";"30.42795";"125.08485";"<0,009";"";"";"<0,5";"";"244.7";"";"";"";"";"236";"<0,2";"[0,0362201]";"6.941327";"<1";"[0,93683]";"[0,17998]";"<1";"[0,15958]";"<1";"1.16044";
"KK71230062";"Telfs";"Q2 2014 (B420)";"11.06.2014";"20";"geruchlos";"farblos";"keine Trübung";"6.8";"7.82";"14.99";"";"7.94106";"5.69212";"";"38.84329";"10.86643";"<1";"<2";"[0,00179]";"[0,00108]";"<0,02";"<0,01";"<0,01";"1.70139";"<1";"30.36768";"123.86451";"[0,00328]";"";"";"<0,5";"";"125.1";"";"";"";"";"239";"[0,022196]";"<0,2";"9.446352";"[0,12372]";"[1,34209]";"[0,08023]";"<1";"[0,22559]";"<1";"<1";
"KK71230062";"Telfs";"Q4 2014 (B440)";"09.10.2014";"18";"geruchlos";"farblos";"keine Trübung";"6.7";"8.23";"11.2";"";"7.08344";"5.7482";"";"35.32307";"9.28369";"<1";"<2";"[0,00092]";"[0,00114]";"[0,00349]";"[0,00204]";"<0,01";"1.70842";"<1";"29.78514";"125.08485";"[0,00372]";"";"";"<0,5";"";"147.2";"";"";"";"";"235";"";"";"";"";"";"";"";"";"";"";
"KK71230062";"Telfs";"Q2 2015 (B520)";"11.06.2015";"28";"geruchlos";"farblos";"keine Trübung";"6.9";"8";"12.8";"";"7.2916";"5.86036";"";"35.8367";"9.87451";"<1";"<2";"<0,02";"[0,00142]";"<0,02";"<0,01";"[0,001]";"1.73237";"<1";"30.65045";"127.52553";"<0,015";"";"";"<0,5";"";"150.1";"";"";"";"";"240";"[0,016498]";"<0,2";"6.882249";"<1";"10.78091";"<1";"1.22291";"[0,23725]";"<1";"<1";
"KK71230062";"Telfs";"Q4 2015 (B540)";"14.10.2015";"8";"geruchlos";"farblos";"keine Trübung";"6.6";"8.21";"11.77";"";"7.44985";"5.77624";"";"37.26716";"9.693";"<1";"<2";"[0,00192]";"[0,00219]";"[0,00261]";"[0,00202]";"<0,01";"1.57092";"<1";"29.4307";"125.69502";"<0,015";"";"";"<0,5";"";"125";"";"";"";"";"236";"";"";"";"";"";"";"";"";"";"";
"KK71230062";"Telfs";"Q2 2016 (B620)";"29.06.2016";"29";"geruchlos";"farblos";"keine Trübung";"6.8";"8.33";"12.92";"";"7.44549";"5.77624";"";"36.65268";"10.04675";"<1";"<2";"[0,00038]";"[0,00061]";"[0,0018]";"0.00637";"[0,00243]";"1.64933";"<1";"30.82432";"125.69502";"<0,015";"";"";"<0,5";"";"116.6";"";"";"";"";"238";"<0,2";"<0,2";"<5";"[0,25857]";"[1,18551]";"[0,16127]";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q2 2017 (B720)";"07.06.2017";"20";"geruchlos";"farblos";"keine Trübung";"6.7";"8.07";"12.39";"";"7.50615";"5.7482";"";"37.33996";"9.89288";"<1";"<2";"[0,00092]";"[0,0006]";"[0,00246]";"[0,00132]";"<0,01";"1.698";"<1";"30.58795";"125.08485";"<0,015";"";"";"<0,5";"";"151";"";"";"";"";"236";"[0,01913]";"[0,0245]";"16.54575";"<1";"<10";"<1";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q2 2018 (B820)";"21.06.2018";"19";"geruchlos";"farblos";"keine Trübung";"6.8";"8.06";"11.48";"";"7.09864";"5.84634";"";"35.03704";"9.52303";"<1";"<2";"[0,00068]";"[0,00097]";"[0,00151]";"[0,00224]";"[0,00159]";"1.56133";"<1";"29.66831";"127.22045";"<0,015";"";"";"0.84296";"";"191.2";"";"";"";"";"239";"[0,02361]";"<0,2";"6.7531";"[0,21762]";"[2,1123]";"[0,19216]";"<1";"[0,27018]";"<1";"<1";
"KK71230062";"Telfs";"Q2 2019 (B920)";"06.06.2019";"18";"geruchlos";"farblos";"keine Trübung";"6.7";"8.11";"13.37";"";"7.6397";"5.83232";"";"38.92743";"9.50913";"<1";"<2";"[0,00184]";"[0,00152]";"[0,00145]";"<0,01";"[0,00061]";"1.65636";"<1";"30.95982";"126.91536";"<0,015";"";"";"<0,5";"";"152.7";"";"";"";"";"238";"[0,0201]";"<0,1";"8.22307";"<1";"[0,73137]";"[0,08269]";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q3 2019 (B930)";"30.07.2019";"29";"geruchlos";"farblos";"keine Trübung";"6.8";"8.06";"13.94";"";"7.45255";"5.86036";"";"37.65459";"9.46976";"<1";"<2";"[0,00188]";"[0,00066]";"[0,00207]";"0.01175";"[0,00138]";"1.6724";"<1";"29.65403";"127.52553";"<0,015";"";"";"0.50677";"";"179.6";"";"";"";"";"236";"[0,02284]";"[0,00369]";"10.40027";"<1";"[1,90523]";"[0,19429]";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q4 2019 (B940)";"10.10.2019";"13";"geruchlos";"farblos";"keine Trübung";"6.7";"8";"12.9";"";"7.7995";"5.83232";"";"38.87942";"10.2309";"<1";"<2";"[0,0003]";"[0,00044]";"[0,00266]";"[0,00248]";"[0,00245]";"1.53983";"<1";"29.80723";"126.91536";"<0,015";"";"";"<0,5";"";"144.5";"";"";"";"";"236";"[0,0142]";"[0,0031]";"6.92579";"<1";"[2,28167]";"[0,16108]";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q2 2020 (C020)";"29.06.2020";"20";"geruchlos";"farblos";"keine Trübung";"6.8";"8.1";"12.46";"";"7.73388";"5.83232";"";"38.89378";"9.93774";"<1";"<2";"[0,00055]";"[0,00053]";"[0,00204]";"[0,0017]";"[0,00057]";"1.64511";"<1";"29.98261";"126.91536";"[0,00151]";"";"";"<0,5";"";"138.9";"";"";"";"";"239";"[0,00704]";"[0,00302]";"8.14962";"<1";"<10";"<1";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q2 2021 (C120)";"16.06.2021";"31";"geruchlos";"farblos";"keine Trübung";"7.1";"7.88";"11.85";"";"7.50742";"5.77624";"";"37.58712";"9.74852";"<1";"<2";"[0,00054]";"[0,00083]";"<0,02";"<0,01";"<0,01";"1.56543";"<1";"30.84548";"125.69502";"<0,015";"";"";"<0,5";"";"122.1";"";"";"";"";"238";"[0,014]";"[0,00134]";"10.44504";"<1";"<10";"<1";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q2 2022 (C220)";"11.07.2022";"13";"geruchlos";"farblos";"keine Trübung";"6.9";"7.99";"12.12";"";"7.54254";"5.77624";"";"37.43576";"9.99252";"<1";"<2";"[0,00109]";"[0,00025]";"<0,02";"[0,00204]";"<0,01";"1.67739";"<1";"29.96312";"125.69502";"[0,00375]";"";"";"0.77";"";"63.9";"";"";"";"";"242";"[0,01159]";"[0,00192]";"8.39";"<1";"<10";"<1";"<1";"<1";"<1";"<1";
"KK71230062";"Telfs";"Q2 2023 (C320)";"14.06.2023";"27";"geruchlos";"farblos";"keine Trübung";"6.9";"8.14";"12.15";"";"7.96297";"5.86036";"";"40.05689";"10.22544";"<1";"<2";"[0,00054]";"[0,00075]";"<0,02";"<0,01";"<0,01";"1.61305";"<1";"31.19252";"127.52553";"<0,015";"";"";"<0,5";"";"97.2";"";"";"";"";"244";"[0,01704]";"[0,00131]";"8.658";"<1";"<10";"<1";"<1";"3.20489";"<1";"<1";
"KK71250012";"Innsbruck";"Q3 1992 (9210)";"23.09.1992";"19";"geruchlos";"farblos ";"keine Trübung";"4";"7.94";"8.2";"";"5.03";"4.74";"";"24.6";"6.74";"<0,2";"<0,5";"<0,02";"<0,02";"<0,02";"<0,01";"<0,01";"1.88";"<1";"3.62";"103";"<0,02";"";"";"<0,5";"";"988";"";"";"";"";"157.70609";"<0,2";"<0,2";"";"";"";"<1";"<1";"";"<1";"";
"KK71250012";"Innsbruck";"Q4 1992 (9220)";"05.11.1992";"9";"geruchlos";"farblos ";"keine Trübung";"4.4";"7.67";"9.2";"";"5.11";"4.85";"";"26";"6.35";"<0,2";"<0,5";"<0,02";"<0,02";"<0,02";"<0,01";"<0,01";"2.36";"<1";"3.13";"106";"0.03";"";"";"<0,5";"";"804";"";"";"";"";"156.81004";"<0,2";"<0,2";"";"";"";"<1";"<1";"";"<1";"";
"KK71250012";"Innsbruck";"Q1 1993 (9230)";"23.06.1993";"17";"geruchlos";"farblos ";"keine Trübung";"5";"7.98";"9.5";"";"5.18";"4.94";"";"26.65";"6.31";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"<0,01";"<0,01";"1.92";"<1";"3.17";"107.8";"<0,02";"";"";"<0,5";"";"933";"";"";"";"";"163.97849";"<0,2";"<0,1";"";"";"";"<1";"<1";"";"<1";"";
"KK71250012";"Innsbruck";"Q2 1993 (9240)";"10.08.1993";"15";"geruchlos";"farblos ";"keine Trübung";"4.7";"7.92";"10.1";"";"5.11";"4.92";"";"25.34";"6.8";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"<0,01";"<0,01";"1.88";"<1";"3.5";"107.1";"<0,02";"";"";"<0,5";"";"1157";"";"";"";"";"150.53763";"<0,2";"<0,1";"";"";"";"<1";"<1";"";"<1";"";
"KK71250012";"Innsbruck";"Q3 1993 (9310)";"21.09.1993";"16";"geruchlos";"farblos ";"keine Trübung";"4.3";"7.94";"11.7";"";"5.11";"4.82";"";"24.98";"7.03";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"<0,01";"<0,01";"1.85";"<1";"3.55";"105.1";"<0,02";"";"";"<0,5";"";"1153";"";"";"";"";"155.91398";"<0,2";"<0,1";"";"";"";"<1";"1.1";"";"<1";"";
"KK71250012";"Innsbruck";"Q4 1993 (9320)";"14.10.1993";"19";"geruchlos";"farblos ";"keine Trübung";"4.4";"7.96";"11.7";"";"5.1";"4.86";"";"25.52";"6.64";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"<0,01";"<0,01";"1.83";"<1";"3.43";"106";"<0,02";"";"";"<0,5";"";"1110";"";"";"";"";"158.60215";"<0,2";"<0,1";"";"";"";"<1";"<1";"";"<1";"";
"KK71250012";"Innsbruck";"Q1 1994 (9330)";"05.05.1994";"8";"geruchlos";"farblos ";"keine Trübung";"4.1";"8.05";"12.1";"";"5.08";"5.04";"";"25.84";"6.38";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"0.015";"<0,01";"1.88";"<1";"3.39";"109.8";"<0,02";"";"";"<0,5";"";"";"";"";"";"";"167.56272";"0.4";"<0,1";"";"";"";"<1";"<1";"";"<1";"";
"KK71250012";"Innsbruck";"Q2 1994 (9340)";"15.06.1994";"4";"geruchlos";"farblos ";"keine Trübung";"4.2";"7.97";"8.6";"";"5.06";"4.92";"";"25.03";"6.8";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"<0,01";"<0,01";"1.86";"<1";"3.56";"107.2";"<0,02";"";"";"<0,5";"";"";"";"";"";"";"160.3943";"<0,1";"<0,1";"";"";"";"<1";"<1";"";"<1";"";
"KK71250012";"Innsbruck";"Q3 1994 (9410)";"10.08.1994";"20";"geruchlos";"farblos ";"keine Trübung";"4.3";"8.04";"11.5";"";"5.08";"4.82";"";"25";"6.89";"<0,2";"<0,2";"";"";"<0,02";"0.023";"<0,01";"1.9";"<1";"3.9";"104.9";"<0,02";"";"";"<0,5";"";"1350";"";"";"";"";"155.91398";"";"";"";"";"";"";"";"";"";"";
"KK71250012";"Innsbruck";"Q4 1994 (9420)";"12.10.1994";"13";"geruchlos";"farblos ";"keine Trübung";"4";"8.1";"12";"";"5.01";"4.85";"";"24.75";"6.76";"<0,2";"<0,2";"";"";"<0,02";"<0,01";"<0,01";"1.83";"<1";"3.23";"105.8";"<0,02";"";"";"<0,5";"";"1183";"";"";"";"";"150.53763";"";"";"";"";"";"";"";"";"";"";
"KK71250012";"Innsbruck";"Q1 1995 (9430)";"20.06.1995";"10.5";"geruchlos";"farblos ";"keine Trübung";"4.4";"8.3";"10.71";"";"5.21";"5.01";"";"27.16";"6.13";"<0,4";"<0,07";"";"";"<0,004";"<0,01";"<0,002";"1.89";"<1";"3.14";"109.2";"<0,012";"";"";"<0,5";"";"1416";"";"";"";"";"152.32975";"";"";"";"";"";"";"";"";"";"";
"KK71250012";"Innsbruck";"Q2 1995 (9440)";"10.08.1995";"21";"geruchlos";"farblos ";"keine Trübung";"4.3";"8.13";"";"";"5.1";"5.02";"";"26.02";"6.35";"<0,064";"<0,4";"";"";"<0,002";"<0,01";"<0,01";"1.81";"<1";"2.86";"109.5";"<0,004";"";"";"0.5";"";"1651";"";"";"";"";"156.98925";"";"";"";"";"";"";"";"";"";"";
"KK71250012";"Innsbruck";"Q3 1995 (9510)";"18.09.1995";"20";"geruchlos";"farblos ";"keine Trübung";"4.4";"8.17";"10.66";"";"5.11";"5.57";"";"25.7";"6.61";"<0,4";"<0,4";"";"";"<0,004";"<0,01";"<0,001";"1.81";"<1";"3.1";"121.4";"<0,001";"";"";"<0,5";"";"1623";"";"";"";"";"154.12186";"";"";"";"";"";"";"";"";"";"";
"KK71250012";"Innsbruck";"Q4 1995 (9520)";"30.10.1995";"10";"geruchlos";"farblos ";"keine Trübung";"5.7";"8.38";"11.84";"";"5.03";"4.84";"";"24.37";"7.04";"<0,4";"<0,4";"";"";"<0,002";"<0,01";"<0,001";"1.88";"<1";"3.73";"105.6";"<0,015";"";"";"<0,09";"";"1608";"";"";"";"";"168.45878";"";"";"";"";"";"";"";"";"";"";
"KK71250012";"Innsbruck";"Q1 1996 (9530)";"06.05.1996";"";"geruchlos";"farblos ";"keine Trübung";"4.1";"8.3";"11.6";"";"5.2";"4.95";"";"26.39";"6.57";"<1";"[0,12]";"";"";"[0,002]";"0.016";"<0,01";"1.8";"<1";"3.66";"107.9";"[0,003]";"";"";"<0,5";"";"770";"";"";"";"";"148.74552";"";"";"";"";"";"";"";"";"";"";
"KK71250012";"Innsbruck";"Q2 1996 (9540)";"25.06.1996";"12";"geruchlos";"farblos ";"keine Trübung";"4";"";"";"";"5.14";"4.92";"";"26.12";"6.47";"<1";"<2";"";"";"[0,002]";"<0,01";"<0,01";"1.83";"<1";"3.23";"107.2";"<0,015";"";"";"<0,5";"";"990";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"KK71250012";"Innsbruck";"Q3 1996 (9610)";"27.08.1996";"12";"geruchlos";"farblos ";"keine Trübung";"4.2";"8.02";"11.7";"";"5.29";"4.99";"";"27.53";"6.26";"<1";"<2";"[0,012]";"[0,01]";"[0,002]";"[0,003]";"[0,0006]";"1.74";"<1";"2.88";"108.9";"[0,0008]";"";"[0,08]";"[0,074]";"";"1248";"25.9";"";"-13.62";"";"155.01792";"[0,1]";"[0,06]";"[4,6]";"<1";"<10";"[0,7]";"[0,6]";"[0,6]";"[0,5]";"";
"KK71250012";"Innsbruck";"Q4 1996 (9620)";"30.10.1996";"4";"geruchlos";"farblos ";"keine Trübung";"4.2";"8.16";"11.66";"";"5.09";"4.98";"";"26.4";"6.06";"<1";"<2";"[0,012]";"[0,013]";"[0,003]";"[0,002]";"[0,002]";"1.86";"<1";"2.85";"108.6";"[0,003]";"";"[0,08]";"[0,061]";"";"1366";"25.4";"";"-13.78";"";"150.53763";"[0,09]";"[0,06]";"[4,6]";"[0,5]";"<10";"[0,2]";"<1";"[0,4]";"[0,6]";"";
"KK71250012";"Innsbruck";"Q1 1997 (9630)";"20.01.1997";"4";"geruchlos";"farblos ";"keine Trübung";"4.1";"8.25";"10.87";"";"4.79";"4.92";"";"24.5";"5.96";"<1";"<2";"[0,007]";"[0,011]";"<0,02";"<0,01";"[0,001]";"1.88";"<1";"2.91";"107.3";"<0,015";"";"[0,08]";"[0,06]";"";"1110";"24.2";"";"-13.68";"";"154.12186";"[0,1]";"[0,06]";"[6,4]";"<1";"21";"[0,6]";"[0,7]";"[0,2]";"[0,4]";"";
"KK71250012";"Innsbruck";"Q2 1997 (9640)";"14.04.1997";"5";"geruchlos";"farblos ";"keine Trübung";"4";"8.03";"10.95";"";"5.67";"4.96";"";"29.4";"6.8";"<1";"<2";"[0,011]";"[0,008]";"[0,002]";"[0,002]";"[0,003]";"1.92";"<1";"3.12";"108.1";"<0,015";"";"[0,08]";"<0,5";"";"889";"23";"";"-13.78";"";"155.91398";"<0,2";"[0,06]";"[4,5]";"<1";"14";"[0,5]";"[0,4]";"[0,4]";"[0,6]";"";
"KK71250012";"Innsbruck";"Q3 1997 (9710)";"09.07.1997";"12";"geruchlos";"farblos ";"keine Trübung";"4.1";"8.15";"11.1";"";"4.97";"5.38";"";"25.9";"5.91";"<1";"<2";"[0,00001]";"[0,013]";"<0,02";"0.011";"<0,01";"1.87";"[0,23]";"2.98";"117.2";"<0,015";"";"<0,1";"<0,5";"";"1455";"21.6";"";"-13.69";"";"155.01792";"[0,07]";"[0,05]";"[4,6]";"[0,4]";"96";"<1";"[0,7]";"[0,7]";"[0,5]";"";
"KK71250012";"Innsbruck";"Q4 1997 (9720)";"14.10.1997";"1";"geruchlos";"farblos ";"keine Trübung";"4.1";"8.28";"11";"";"5.05";"5.03";"";"26";"6.16";"<1";"[0,193]";"";"";"[0,003]";"0.011";"<0,01";"1.84";"[0,11]";"2.68";"109.7";"<0,015";"";"[0,08]";"<0,5";"";"1372";"23.9";"";"-13.83";"";"155.91398";"";"";"";"";"";"";"";"";"<1";"";
"KK71250012";"Innsbruck";"Q1 1998 (9730)";"11.02.1998";"4";"geruchlos";"farblos ";"keine Trübung";"4";"8.12";"11.17";"";"5.08";"4.96";"";"25.8";"6.42";"[0,127]";"<2";"";"";"<0,02";"[0,002]";"[0,001]";"1.83";"[0,21]";"2.99";"108.1";"<0,015";"";"[0,08]";"<0,5";"";"855";"22.3";"";"-13.82";"";"150.53763";"";"";"";"";"";"";"";"";"[0,5]";"";
